affiliation	freq	lat	lng
National Institute for Research in Inorganic Materials, Tsukuba, Ibaraki 305, Japan	171	36.0835255	140.0764454
National Institute for Research in Reproductive Health	1440	19.0024401	72.84080949999999
National Institute for Research in Tuberculosis, Chennai, India	156	13.073166	80.24963199999999
National Institute for Researches in Inorganic Materials	133	N/A	N/A
National Institute for Researches in Inorganic Materials, Ibaraki, Japan	100	36.06831930000001	140.132282
National Institute for Resources and Environment	366	N/A	N/A
National Institute for Rural Engineering	268	N/A	N/A
National Institute for Space Research	9640	-23.2069378	-45.8611741
National Institute for Working Life	120	N/A	N/A
National Institute for the Control of Pharmaceutical and Biological Products	101	N/A	N/A
National Institute for the Control of Pharmaceutical and Biological Products,Beijing 100050,China)	256	39.879774	116.4026681
National Institute of Advanced Industrial Science and Technology	69610	N/A	N/A
National Institute of Advanced Studies	416	13.029156	77.5642728
National Institute of Aeronautics and Space	377	N/A	N/A
National Institute of Aerospace	737	37.082552	-76.398363
National Institute of Agricultural Botany	380	N/A	N/A
National Institute of Agricultural Sciences	491	35.8293434	127.0408896
National Institute of Agro-Environmental Sciences	412	N/A	N/A
National Institute of Agrobiological Resources	368	36.0306202	140.0992679
National Institute of Agrobiological Sciences	1928	36.0306202	140.0992679
National Institute of Agrobiological Sciences (NIAS)	220	36.0306202	140.0992679
National Institute of Agrobiological Sciences Tsukuba	103	36.0306202	140.0992679
National Institute of Agrobiological Sciences, Tsukuba, Ibaraki, Japan	135	36.0306202	140.0992679
National Institute of Agrobiological Sciences, Tsukuba, Japan	296	36.0306202	140.0992679
National Institute of Allergy and Infectious Diseases, NIH	140	39.06332250000001	-77.11207859999999
National Institute of Amazonian Research	173	-3.0945611	-59.98925190000001
National Institute of Animal Health	730	28.9793214	77.21875910000001
National Institute of Animal Health, Tsukuba, Ibaraki, Japan	103	36.030403	140.106256
National Institute of Animal Industry	776	N/A	N/A
National Institute of Animal Science	186	38.93926039999999	-92.3160006
National Institute of Animal Science, RDA	131	N/A	N/A
National Institute of Applied Science and Technology	395	36.842893	10.196202
National Institute of Aquatic Resources	1975	N/A	N/A
National Institute of Aquatic Resources, Section for Ecosystem based Marine Management	182	N/A	N/A
National Institute of Aquatic Resources, Section for Freshwater Fisheries Ecology	127	N/A	N/A
National Institute of Aquatic Resources, Section for Marine Ecology and Oceanography	119	N/A	N/A
National Institute of Arthritis and Musculoskeletal and Skin Diseases, NIH, Bethesda, Maryland	165	39.0013972	-77.0990805
National Institute of Astrophysics, Optics and Electronics	829	19.0323107	-98.31537019999999
National Institute of Biological Sciences	238	40.097416	116.278864
National Institute of Biological Sciences, Beijing 102206, China	315	40.097416	116.278864
National Institute of Biological Sciences, Beijing, China	385	40.097416	116.278864
National Institute of Biology	451	38.9295441	-77.0497267
National Institute of Biology, Ljubljana, Slovenia	123	46.0511625	14.4698951
National Institute of Biomedical Innovation	244	34.8555502	135.5292142
National Institute of Bioscience and Human-Technology	204	N/A	N/A
National Institute of Biotechnology	251	23.9614111	90.2788183
National Institute of Cardiology	109	24.8535492	67.03964119999999
National Institute of Cardiology, Warsaw, Poland	173	52.21786669999999	21.1744585
National Institute of Chemical Physics and Biophysics	686	59.39887899999999	24.6595403
National Institute of Chemistry	532	46.0428055	14.4941228
National Institute of Chemistry, Hajdrihova 19, 1000 Ljubljana, Slovenia	442	46.0428055	14.4941228
National Institute of Chemistry, Hajdrihova 19, SI-1000 Ljubljana, Slovenia	443	46.0428055	14.4941228
National Institute of Chemistry, Hajdrihova 19, SI-1001 Ljubljana, Slovenia	128	46.0428055	14.4941228
National Institute of Chemistry, Ljubljana, Slovenia	300	46.0428055	14.4941228
National Institute of Child Health and Human Development, USA	105	39.0292164	-77.13551009999999
National Institute of Cholera and Enteric Diseases	251	N/A	N/A
National Institute of Cholera and Enteric Diseases India	123	22.5658475	88.399816
National Institute of Cholera and Enteric Diseases, Kolkata, India	346	22.5658475	88.399816
National Institute of Clinical Neurosciences	398	39.7452528	-84.1865335
National Institute of Communicable Diseases	541	39.0024279	-77.1022007
National Institute of Crop Science	430	N/A	N/A
National Institute of Crop Science, RDA	144	N/A	N/A
National Institute of Development Administration	458	13.7704145	100.6537476
National Institute of Economic Research	190	42.3697938	-71.11299439999999
National Institute of Economic and Social Research	449	42.225466	-73.39030199999999
National Institute of Education	2353	37.6273613	-97.2773782
National Institute of Engineering	580	12.2840288	76.6411467
National Institute of Environmental Research	1415	37.5688063	126.6402802
National Institute of Fashion Technology	103	40.7471364	-73.9948478
National Institute of Fisheries Science	116	35.1911966	129.2228566
National Institute of Fitness and Sports in Kanoya	352	31.3935117	130.7880204
National Institute of Floricultural Science	103	N/A	N/A
National Institute of Food Hygiene and Nutrition Budapest	147	47.497912	19.040235
National Institute of Food Technology Entrepreneurship and Management	155	28.8784303	77.1332599
National Institute of Food and Drug Safety Evaluation	103	N/A	N/A
National Institute of Forest Science	121	37.5930966	127.0436564
National Institute of Foundry and Forge Technology	306	23.2931209	85.31148189999999
National Institute of Fruit Tree Science	315	N/A	N/A
National Institute of Genetic Engineering and Biotechnology	320	N/A	N/A
National Institute of Genetic Engineering and Biotechnology (NIGEB)	233	35.7481602	51.1687455
National Institute of Genetic Engineering and Biotechnology, Tehran, Iran	112	35.7481602	51.1687455
National Institute of Genetics	4715	34.036477	-118.432842
National Institute of Geophysics and Volcanology	111	N/A	N/A
National Institute of Haematology and Blood Transfusion Budapest	236	47.4999381	19.0218079
National Institute of Haematology and Blood Transfusion, Budapest, Hungary	200	47.4999381	19.0218079
National Institute of Health Sciences	1773	35.8835576	-78.8831335
National Institute of Health Sciences Tokyo	241	35.5391073	139.7558604
National Institute of Health Sciences, 1-18-1 Kamiyoga, Setagaya-ku, Tokyo 158-8501, Japan	211	35.6324065	139.6366957
National Institute of Health Sciences, Japan	120	35.5391073	139.7558604
National Institute of Health Sciences, Tokyo, Japan	271	35.5391073	139.7558604
National Institute of Health and Nutrition	357	35.704362	139.7174727
National Institute of Health and Nutrition Tokyo	194	35.704362	139.7174727
National Institute of Health and Nutrition, Tokyo, Japan	103	35.704362	139.7174727
National Institute of Health of Japan	104	35.7745278	139.6091137
National Institute of Health, Department of Medical Sciences, Tiwanond Road, Nonthaburi 11000	101	39.0027771	-77.10445969999999
National Institute of Health, Rome, Italy	133	41.8886838	12.4729792
National Institute of Health, Tokyo, Japan	109	35.5391073	139.7558604
National Institute of Horticultural and Herbal Science	104	N/A	N/A
National Institute of Hydrology	370	29.8684677	77.89422650000002
National Institute of Hygiene and Epidemiology	141	21.0133964	105.8593753
National Institute of Hygiene and Epidemiology, Hanoi, Viet Nam	131	21.0133964	105.8593753
National Institute of Hygiene and Epidemiology, Hanoi, Vietnam	262	21.0133964	105.8593753
National Institute of Hygienic Sciences	1046	N/A	N/A
National Institute of Hygienic Sciences, Osaka Branch	332	34.6937249	135.5022535
National Institute of Hygienic Sciences, Tokyo, Japan	123	35.5391073	139.7558604
National Institute of Immunology	335	28.5413291	77.17461329999999
National Institute of Immunology India	224	28.5413291	77.17461329999999
National Institute of Immunology, Aruna Asaf Ali Marg, New Delhi 110067, India	158	28.5413291	77.17461329999999
National Institute of Immunology, Aruna Asaf Ali Marg, New Delhi, India	108	28.5413291	77.17461329999999
National Institute of Immunology, New Delhi, India	360	28.5413291	77.17461329999999
National Institute of Industrial Engineering	573	19.1392893	72.9014941
National Institute of Industrial Health	851	39.6552559	-79.95449380000001
National Institute of Industrial Technology	110	N/A	N/A
National Institute of Informatics	2281	35.6924853	139.7582533
National Institute of Information and Communications Technology	7570	N/A	N/A
National Institute of Livestock and Grassland Science	288	N/A	N/A
National Institute of Malaria Research	1061	28.5769091	77.07589759999999
National Institute of Materials Physics	580	44.349581	26.03148
National Institute of Materials Science	109	36.069988	140.1346291
National Institute of Materials and Chemical Research	627	36.069988	140.1346291
National Institute of Materials and Chemical Research, 1-1 Higashi, Tsukuba, Ibaraki 305, Japan	377	36.0580278	140.1326936
National Institute of Materials and Chemical Research, 1-1 Higashi, Tsukuba, Ibaraki 305-8565, Japan	310	36.0580278	140.1326936
National Institute of Materials and Chemical Research, 1-1, Higashi, Tsukuba, Ibaraki 305, Japan	105	36.0580278	140.1326936
National Institute of Materials and Chemical Research, Tsukuba, Ibaraki 305, Japan	372	36.0744671	140.1209765
National Institute of Materials and Chemical Research, Tsukuba, Ibaraki 305-8565, Japan	141	36.0591963	140.1306082
National Institute of Materials and Chemical Research, Tsukuba, Ibaraki, Japan	107	36.0744671	140.1209765
National Institute of Measurement and Testing Technology,Chengdu 610021,China)	148	30.6458854	104.0837552
National Institute of Mental Health and Neuro Sciences	222	12.9392774	77.5921619
National Institute of Mental Health and Neurosciences	6984	12.9392774	77.5921619
National Institute of Mental Health, Bethesda, MD, USA	127	39.002793	-77.1044932
National Institute of Mental Health, Bethesda, Maryland	197	39.002793	-77.1044932
National Institute of Mental Health, National Center of Neurology and Psychiatry	144	42.1186879	-80.0812457
National Institute of Mental Health, USA	139	39.0503293	-77.1206449
National Institute of Meteorology and Hydrology	102	42.6550501	23.3831655
National Institute of Metrology	674	40.6683561	-105.0384188
National Institute of Metrology (China)	756	N/A	N/A
National Institute of Metrology (NIM)	101	N/A	N/A
National Institute of Metrology Standardization and Industrial Quality	139	N/A	N/A
National Institute of Metrology, Beijing 100013, China	214	39.9684363	116.4219136
National Institute of Metrology, Beijing 100029, China	105	39.9681387	116.4193385
National Institute of Metrology, Beijing, China	382	39.9681387	116.4193385
National Institute of Metrology, China	162	39.9681387	116.4193385
National Institute of Metrology,Beijing 100013,China)	102	39.9681387	116.4193385
National Institute of Multimedia Education	169	N/A	N/A
National Institute of Neurological Disorders and Stroke	162	39.0038153	-77.1011415
National Institute of Neurology, Tunis, Tunisia	107	36.8011577	10.1581481
National Institute of Neuroscience	134	34.0650997	-118.3733621
National Institute of Neuroscience, NCNP, Tokyo, Japan	169	35.736977	139.4759241
National Institute of Neuroscience, National Center of Neurology and Psychiatry	132	35.736977	139.4759241
National Institute of Neurosurgery	104	39.0593976	-77.15073749999999
National Institute of Neurosurgery Budapest	153	47.5184082	19.0990631
National Institute of Neurosurgery, Budapest, Hungary	254	47.5184082	19.0990631
National Institute of Nutrition, Hyderabad	3707	17.4277496	78.5279067
National Institute of Occupational Health	4354	39.6552559	-79.95449380000001
National Institute of Ocean Technology	875	N/A	N/A
National Institute of Oceanography, India	6130	15.4563902	73.8019463
National Institute of Oncology	2762	38.9996533	-77.1075826
National Institute of Oncology, Budapest, Hungary	282	47.4999381	19.0218079
National Institute of Parasitic Diseases	132	N/A	N/A
National Institute of Pharmaceutical Education and Research	252	30.6834446	76.7317078
National Institute of Pharmaceutical Education and Research (NIPER)	506	30.6834446	76.7317078
National Institute of Plant Genome Research	334	39.003571	-77.10133100000002
National Institute of Plant Genome Research (NIPGR)	209	28.5306795	77.1664768
National Institute of Plant Genome Research, Aruna Asaf Ali Marg, New Delhi, India	106	28.5306795	77.1664768
National Institute of Plant Genome Research, New Delhi, India	267	28.5306795	77.1664768
National Institute of Polar Research	1700	35.71227830000001	139.4088764
National Institute of Public Finance and Policy	110	38.87238139999999	-77.2657486
National Institute of Public Health	1189	35.6606569	-97.4966908
National Institute of Public Health and Environmental Protection	157	N/A	N/A
National Institute of Public Health and Environmental Protection (RIVM)	105	N/A	N/A
National Institute of Public Health and Environmental Protection, Bilthoven, The Netherlands	184	52.1187899	5.1892323
National Institute of Public Health and Environmental Protection, P.O. Box 1, 3720 BA Bilthoven, The Netherlands	160	52.1187899	5.1892323
National Institute of Public Health and the Environment	833	35.6606569	-97.4966908
National Institute of Public Health and the Environment (RIVM)	115	N/A	N/A
National Institute of Public Health and the Environment (RIVM), Bilthoven, The Netherlands	128	52.1187899	5.1892323
National Institute of Public Health and the Environment, Bilthoven, The Netherlands	252	52.1187899	5.1892323
National Institute of Public Health, Bilthoven, The Netherlands	179	52.1187899	5.1892323
National Institute of Public Health, Copenhagen, Denmark	143	55.6791048	12.5705919
National Institute of Public Health, Cuernavaca, Mexico	178	18.9774645	-99.2459329
National Institute of Public Health, Ljubljana, Slovenia	164	46.0569465	14.5057515
National Institute of Public Health, Oslo, Norway	189	59.9328796	10.7441533
National Institute of Public Health, Prague, Czech Republic	214	50.07612049999999	14.4729138
National Institute of Radiological Sciences	11814	35.6356096	140.1018341
National Institute of Research and Development for Optoelectronics (Romania)	213	44.3479738	26.0293606
National Institute of Research and Development for Technical Physics, Iasi, Romania	138	47.152556	27.591387
National Institute of Rheumatic Diseases	118	37.701643	-97.33364
National Institute of Rheumatology and Physiotherapy	221	47.5177269	19.0368694
National Institute of Rheumatology and Physiotherapy Budapest	172	47.5171488	19.0361652
National Institute of Rheumatology and Physiotherapy, Budapest, Hungary	144	47.5177269	19.0368694
National Institute of Science Communication and Information Resources	101	28.64085	77.17414699999999
National Institute of Science Education and Research	1404	20.1702462	85.68359079999999
National Institute of Sericultural and Entomological Science	343	N/A	N/A
National Institute of Standards and Technology	49849	39.14004	-77.21850599999999
National Institute of Statistics	868	38.969439	-76.95173299999999
National Institute of Statistics and Geography	800	N/A	N/A
National Institute of Technology (NIT)	125	39.136641	-77.21863909999999
National Institute of Technology Agartala	2064	23.8421589	91.4214159
National Institute of Technology Calicut	3513	11.3215791	75.9336359
National Institute of Technology Delhi	237	28.8429798	77.1045429
National Institute of Technology Goa	360	15.4124152	73.97812189999999
National Institute of Technology Sikkim	108	27.2975355	88.3573037
National Institute of Technology and Evaluation	1002	34.6427728	135.41711
National Institute of Technology, Arunachal Pradesh	261	27.1596103	93.7389515
National Institute of Technology, Durgapur	4614	23.5476728	87.2931389
National Institute of Technology, Hamirpur	2558	31.708371	76.527356
National Institute of Technology, Jamshedpur	841	22.7770174	86.144116
National Institute of Technology, Karnataka	5308	13.0108387	74.7943104
National Institute of Technology, Kurukshetra	3126	29.947636	76.815473
National Institute of Technology, Manipur	235	24.8320247	93.91268009999999
National Institute of Technology, Meghalaya	511	25.5738788	91.89470770000001
National Institute of Technology, Patna	807	25.6174041	85.1686994
National Institute of Technology, Puducherry	143	10.9884289	79.84571559999999
National Institute of Technology, Raipur	1623	21.2497222	81.6050291
National Institute of Technology, Rourkela	7384	22.252433	84.9045807
National Institute of Technology, Silchar	2507	24.7577144	92.79229289999999
National Institute of Technology, Srinagar	613	34.125218	74.8374486
National Institute of Technology, Tiruchirappalli	5067	10.7589181	78.81321899999999
National Institute of Technology, Warangal	3650	17.9836623	79.5308507
National Institute of Telecommunications	125	52.172622	21.196221
National Institute of Unani Medicine	237	12.9894204	77.5141239
National Institute of Vegetable and Tea Science	210	N/A	N/A
National Institute of Virology	1247	39.2872099	-76.6269038
National Institute of Water and Atmospheric Research	5563	39.9783179	-105.2750307
National Institute on Drug Abuse	9875	39.0503293	-77.1206449
National Institutes for Food and Drug Control	244	39.879774	116.4026681
National Institutes for Food and Drug Control, Beijing 100050, China	107	39.879774	116.4026681
National Institutes for Food and Drug Control, Beijing, China	124	39.879774	116.4026681
National Institutes for Food and Drug Control,Beijing 100050,China)	110	39.879774	116.4026681
National Institutes for Quantum and Radiological Science and Technology	251	N/A	N/A
National Institutes of Health	302949	39.0990178	-94.57606489999999
National Institutes of Natural Sciences	1407	35.663748	139.744158
National Institutes of Natural Sciences - Institute for Molecular Science	160	35.663748	139.744158
National Institutes of Natural Sciences - National Institute for Fusion Science	472	35.3249042	137.1678128
National Institutes of Natural Sciences, Japan	213	35.663748	139.744158
National Instruments	768	36.15664	-86.79763299999999
National Iranian Oil Company	645	N/A	N/A
National Iranian South Oil Company	160	31.3405158	48.7070992
National Jewish Health	389	39.7390736	-104.9411212
National Jewish Health, Denver, CO	821	39.7390736	-104.9411212
National Jewish Medical and Research Center	1279	39.7390736	-104.9411212
National Jewish Medical and Research Center, Denver, CO	375	39.7390736	-104.9411212
National Kaohsiung First University of Science and Technology	2958	22.7544845	120.332831
National Kaohsiung Marine University	2147	22.7246559	120.3146027
National Kaohsiung Normal University	2180	22.6257063	120.3202459
National Kaohsiung University of Applied Sciences	3205	22.6489458	120.3283157
National Kaohsiung University of Hospitality and Tourism	209	22.5632539	120.3723822
National Key Facility for Crop Gene Resources and Genetic Improvement, Institute of Crop Science, Chinese Academy of Agricultural Sciences, Beijing 100081, China	109	39.953291	116.3060479
National Key Facility for Crop Gene Resources and Genetic Improvement, Institute of Crop Science, Chinese Academy of Agricultural Sciences, Beijing, China	169	39.90419989999999	116.4073963
National Key Lab	536	N/A	N/A
National Key Lab for Remanufacturing, Academy of Armored Forces Engineering, Beijing 100072, China	107	39.8489973	116.207417
National Key Laboratory for Remanufacturing, Academy of Armored Forces Engineering, Beijing 100072, China	179	39.8489973	116.207417
National Key Laboratory of ASIC, Hebei Semiconductor Research Institute, Shijiazhuang 050051, China	109	38.0413354	114.4638536
National Kidney Foundation	168	39.1127108	-84.5019387
National KorÃ¡nyi Institute for TBC and Pulmonology	141	N/A	N/A
National Kyushu Cancer Center	1102	33.54262600000001	130.4209989
National Kyushu Cancer Center, Fukuoka, Japan	124	33.54262600000001	130.4209989
National Lab	117	41.7183042	-87.978572
National Laboratory for Civil Engineering	105	38.75871	-9.1411614
National Laboratory for Computational Fluid Dynamics	234	39.9817246	116.352653
National Laboratory for High Energy Physics	716	41.7183042	-87.978572
National Laboratory for High Energy Physics Oho-machi, Tsukuba-gun, Ibaraki-ken, 305, Japan	154	36.150161	140.0726882
National Laboratory for High Energy Physics, Oho-machi, Tsukuba-gun, Ibaraki-ken, 305, Japan	138	36.150161	140.0726882
National Laboratory for High Energy Physics, Tsukuba 305, Japan	106	36.1485945	140.0747851
National Laboratory for High Energy Physics, Tsukuba, Ibaraki 305, Japan	104	36.1485945	140.0747851
National Land Survey of Finland	178	60.19894290000001	24.9352976
National Law University, Delhi	279	28.5990039	77.0231546
National Livestock Breeding Center, Nishigo, Fukushima, Japan	100	37.12126689999999	140.1567977
National Louis University	443	41.8796299	-87.6252047
National Marine Data and Information Service	126	N/A	N/A
National Marine Environmental Forecasting Center	104	N/A	N/A
National Marine Environmental Monitoring Center	187	N/A	N/A
National Marine Environmental Monitoring Center,Dalian 116023,China)	109	38.8686134	121.5415479
National Marine Fisheries Service	9630	46.1891839	-123.8352033
National Maritime Museum	149	51.480875	-0.005289
National Maritime Research Institute	455	35.680973	139.5626873
National Maritime Research Institute, Mitaka, Tokyo, Japan	138	35.680973	139.5626873
National Maritime Research Institute, Tokyo, Japan	172	35.680973	139.5626873
National Marrow Donor Program	613	44.9843038	-93.2785445
National Maternity Hospital, Dublin, Ireland	252	53.340222	-6.246003
National Measurement Institute	667	33.037305	-96.83125
National Medical Center	145	39.1081862	-77.1876465
National Medical College	1546	25.859292	-80.315083
National Medical Research Center for Preventive Medicine	191	42.821745	-71.6082327
National Medical University named after O.O. Bohomolets, Kyiv	108	50.4428388	30.5152213
National Medicines Institute	177	35.6606569	-97.4966908
National Metal and Materials Technology Center	473	14.0791129	100.6012864
National Metal and Materials Technology Center (MTEC)	157	14.0791129	100.6012864
National Metallurgical Academy of Ukraine	245	48.4536829	35.0622195
National Metallurgical Laboratory	280	22.778042	86.204004
National Metallurgical Laboratory, Jamshedpur 831 007, India	167	22.778042	86.204004
National Metallurgical Laboratory, Jamshedpur 831007, India	255	22.778042	86.204004
National Metallurgical Laboratory, Jamshedpur, India	234	22.778042	86.204004
National Microbiology Laboratory	560	49.9081626	-97.1635929
National Microelectronics Research Centre, Lee Maltings, Prospect Row, Cork, Ireland	190	51.8977847	-8.4836169
National Mining University of Ukraine	215	48.45540219999999	35.0615865
National Museum	108	39.0307741	-94.5820813
National Museum of American History	103	38.89127930000001	-77.03005089999999
National Museum of Natural History	7295	38.8912662	-77.0260654
National Museum of Nature and Science	430	35.7163059	139.7765252
National Museum of the Philippines	131	14.5869371	120.9812475
National Museums Scotland	192	55.94704189999999	-3.1890506
National Museums of Kenya	159	-1.273966	36.814488
National Nano Device Laboratories, Hsinchu 300, Taiwan	126	24.7847913	121.0005909
National Nano Device Laboratories, Hsinchu, Taiwan	315	24.7847913	121.0005909
National Nano Device Laboratories, No.26, Prosperity Road 1, Hsinchu 30078, Taiwan	113	24.7847913	121.0005909
National Natural Science Foundation of China	415	38.80142	-77.0704385
National Naval Medical Center	692	39.0015809	-77.09387269999999
National Neuroscience Institute	183	1.3217228	103.8453792
National Neuroscience Institute, Singapore, Singapore	173	1.3217228	103.8453792
National Nuclear Data Center	233	N/A	N/A
National Nuclear Energy Commission	7901	45.3322832	-93.847535
National Nuclear Laboratory	562	46.0484054	-77.36625939999999
National Nuclear Research University â Moscow Engineering-Physics Institute (NIYaU MIFI)	271	N/A	N/A
National Nuclear Security Administration	167	38.861965	-94.55258649999999
National Observatory of Athens	608	37.9733743	23.718202
National Ocean Service	948	29.7257675	-84.9832435
National Ocean Technology Center	124	N/A	N/A
National Ocean Technology Center, Tianjin, China	110	39.137316	117.115693
National Ocean Technology Center,Tianjin 300112,China)	145	39.137316	117.115693
National Oceanic and Atmospheric Administration	27790	39.27761599999999	-94.663039
National Oceanography Centre	2019	50.8928051	-1.3945247
National Oceanography Centre, Southampton	3000	50.8928051	-1.3945247
National Offender Management Service	130	37.2754255	-107.8804667
National Oilwell Varco	526	36.06565	-96.05674909999999
National Open University of Nigeria	299	6.4343467	3.4095367
National Operating Committee on Standards for Athletic Equipment	244	38.929011	-94.7187398
National Optical Astronomy Observatories	129	32.2334747	-110.9473242
National Optical Astronomy Observatories (USA)	104	32.2334747	-110.9473242
National Optical Astronomy Observatories (United States)	442	32.2334747	-110.9473242
National Optical Astronomy Observatory	504	32.2334747	-110.9473242
National Optical Astronomy Observatory (United States)	696	32.2334747	-110.9473242
National Optical Astronomy Observatory, 950 North Cherry Avenue, Tucson, AZ 85719	105	32.2334747	-110.9473242
National Optical Astronomy Observatory, 950 North Cherry Avenue, Tucson, AZ 85719, USA	263	32.2334747	-110.9473242
National Optical Astronomy Observatory, Tucson, AZ 85719, USA	141	32.2334747	-110.9473242
National Optics Institute (Canada)	215	46.7953368	-71.3148187
National Park Service	2874	39.0935756	-94.4152148
National Parks Board	341	39.0379422	-95.67635030000001
National Parks and Wildlife Service	653	30.8823103	-93.90316709999999
National Patient Safety Foundation	2350	42.3505691	-71.050191
National Pedagogic University (Colombia)	112	4.6583654	-74.0591799
National Pedagogic University (Mexico)	1242	19.3019614	-99.21006969999999
National Penghu University of Science and Technology	420	23.5745775	119.5810053
National Petrochemical Company	271	N/A	N/A
National Pharmaceutical University	181	50.00081489999999	36.2435198
National Physical Lab. (India)	121	28.6372583	77.17352559999999
National Physical Lab. (United Kingdom)	387	51.4262404	-0.3436875
National Physical Laboratory	15764	51.4262404	-0.3436875
National Physical Laboratory of India	122	28.6372583	77.17352559999999
National Pingtung Institute of Commerce	400	22.658112	120.5115692
National Pingtung University	465	22.644444	120.609764
National Pingtung University of Education	372	22.6663481	120.5051401
National Pingtung University of Science and Technology	3868	22.644444	120.609764
National Police Agency	105	N/A	N/A
National Population and Family Planning Commission	128	N/A	N/A
National Presto Industries	8783	44.8606442	-91.45266459999999
National Public Health Institute	616	35.6606569	-97.4966908
National Public Health Institute, Helsinki, Finland	1028	60.16985569999999	24.9383791
National Public Health Institute, Oulu, Finland	135	65.0120888	25.4650772
National Quemoy University	404	24.4481458	118.3225393
National Radio Astronomy Observatory	3065	38.0369391	-78.5178361
National Radiological Protection Board	907	N/A	N/A
National Rehabilitation Center for Persons with Disabilities	205	38.9475022	-76.8620502
National Remote Sensing Centre	659	N/A	N/A
National Renewable Energy Laboratory	7804	39.7407668	-105.1686108
National Republican Congressional Committee	147	38.885421	-77.005727
National Research Center	1081	40.0294405	-105.2552033
National Research Center for Disaster Prevention	114	N/A	N/A
National Research Center for Geoanalysis,Beijing 100037,China)	109	39.927972	116.336162
National Research Center for Hematology	178	N/A	N/A
National Research Center for Hematology, Moscow, Russia	348	55.6538604	37.4948441
National Research Center for Hematology, Moscow, Russian Federation	110	55.6538604	37.4948441
National Research Center, Cairo	106	30.0358447	31.20512979999999
National Research Center, Cairo, Egypt	136	30.0358447	31.20512979999999
National Research Center, Dokki, Cairo, Egypt	163	30.0358447	31.20512979999999
National Research Centre	2128	45.4503935	-75.6217246
National Research Centre (NRC)	118	45.4503935	-75.6217246
National Research Centre , Dokki, Cairo, Egypt 	125	30.0358447	31.20512979999999
National Research Centre for the Working Environment	495	55.714368	12.547419
National Research Centre for the Working Environment, Copenhagen Ã, Denmark	101	N/A	N/A
National Research Centre for the Working Environment, Copenhagen, Denmark	558	55.714368	12.547419
National Research Centre on Equines	321	26.0317012	-80.41553379999999
National Research Centre on Plant Biotechnology	171	38.9959508	-77.0988323
National Research Centre, Cairo, Egypt	212	30.0358447	31.20512979999999
National Research Centre, Dokki, Cairo, Egypt	556	30.0358447	31.20512979999999
National Research Centre, El-Dokki, Cairo, Egypt	104	30.0358447	31.20512979999999
National Research Centre, Textile Research Division, Dokki, Cairo, Egypt	429	30.0358447	31.20512979999999
National Research Corporation	100	40.8155957	-96.7030507
National Research Council	89216	45.4503935	-75.6217246
National Research Development Corporation (London, EN)	552	51.5073509	-0.1277583
National Research Development Corporation (London, GB2)	897	51.5073509	-0.1277583
National Research Foundation of South Africa	2908	-25.7557198	28.2761371
National Research Institute	413	34.0573267	-118.2751668
National Research Institute - Institute of Agricultural and Food Economics - National Research Institute (IAFE-NRI)	114	N/A	N/A
National Research Institute for Child Health and Development	805	39.00108	-77.100415
National Research Institute for Earth Science and Disaster Prevention	813	N/A	N/A
National Research Institute for Earth Science and Disaster Prevention Tsukuba Japan	222	36.1256838	140.0915684
National Research Institute for Earth Science and Disaster Prevention, Tsukuba, Japan	149	36.1256838	140.0915684
National Research Institute for Earth Science and Disaster Resilience	178	N/A	N/A
National Research Institute for Family Planning	104	N/A	N/A
National Research Institute for Family Planning, Beijing, China	170	39.95118799999999	116.327811
National Research Institute for Metals	2771	N/A	N/A
National Research Institute for Metals (Tokyo, JP)	104	35.720723	139.775584
National Research Institute for Metals, 1-2-1 Sengen, Tsukuba 305, Japan	107	36.0691735	140.1253735
National Research Institute for Metals, 1-2-1 Sengen, Tsukuba 305-0047, Japan	181	36.0738054	140.1200317
National Research Institute for Metals, 1-2-1 Sengen, Tsukuba, Ibaraki 305, Japan	309	36.0738054	140.1200317
National Research Institute for Metals, 1-2-1 Sengen, Tsukuba, Ibaraki 305-0047, Japan	271	36.0738054	140.1200317
National Research Institute for Metals, Tokyo, Japan	172	35.720723	139.775584
National Research Institute for Metals, Tsukuba 305-0047, Japan	107	36.0691735	140.1253735
National Research Institute for Metals, Tsukuba, Ibaraki 305, Japan	109	36.0500792	140.1194881
National Research Institute for Pollution and Resources	379	N/A	N/A
National Research Institute of Agricultural Engineering	112	N/A	N/A
National Research Institute of Animal Production	106	50.0846525	19.7883135
National Research Institute of Aquaculture	209	34.334253	136.691881
National Research Institute of Aquaculture, Fisheries Research Agency	238	34.334253	136.691881
National Research Institute of Astronomy and Geophysics	276	N/A	N/A
National Research Institute of Astronomy and Geophysics, Helwan, Cairo, Egypt	142	29.858534	31.342652
National Research Institute of Brewing	465	34.3990658	132.7357849
National Research Institute of Chinese Medicine	135	25.1197728	121.5146219
National Research Institute of Chinese Medicine Taiwan	220	25.1197728	121.5146219
National Research Institute of Chinese Medicine, Taipei, Taiwan	172	25.1197728	121.5146219
National Research Institute of Far Seas Fisheries	104	N/A	N/A
National Research Institute of Fisheries Science	368	35.3460413	139.6523931
National Research Institute of Fisheries Science, Fisheries Research Agency	177	35.3460413	139.6523931
National Research Institute of Fisheries and Environment of Inland Sea	135	34.2747293	132.2660029
National Research Institute of Fisheries and Environment of Inland Sea, Fisheries Research Agency	102	34.2747293	132.2660029
National Research Institute of Police Science	1048	35.896557	139.943916
National Research Institute of Tea	325	N/A	N/A
